'Onion Bhaji', 'Saag Rice', 'Murgh Masala', 'Korma',,,,,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Plain Papadum', 'Chapati', 'Garlic Naan', 'Pilau Rice', 'Saag Paneer', 'Grapes Special', 'Chicken Tikka Masala', 'Dupiaza', 'Tandoori King Prawn Masala',,,,,,,,,,,,,,,,,,,
'Naan', 'Plain Rice', 'Saag Rice', 'Mushroom Rice', 'COBRA (660ML)', 'Bhindi Bhajee', 'Brinjal Bhajee', 'Korma', 'Bhuna',,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Onion Chutney', 'Mint Sauce', 'Lime Pickle', 'Red Sauce', 'Plain Papadum', 'Naan', 'Pilau Rice', 'Bhuna',,,,,,,,,,,,,,,,,,,,
'Keema Naan', 'Onion Bhaji', 'Saag Rice', 'Saag Bhajee', 'Curry', 'Tandoori Fish (Main)',,,,,,,,,,,,,,,,,,,,,,,
'Onion Chutney', 'Naan', 'Keema Naan', 'Sheek Kehab', 'Bombay Aloo', 'Chicken Tikka Biryani',,,,,,,,,,,,,,,,,,,,,,,
'Chapati', 'Mushroom Rice', 'Mini Bhaji', 'Korma',,,,,,,,,,,,,,,,,,,,,,,,,
'Garlic Naan', 'Mushroom Rice', 'Madras', 'Lamb Sylhet',,,,,,,,,,,,,,,,,,,,,,,,,
'Kulcha Naan', 'Mushroom Rice', 'Mushroom', 'Pathia', 'Chicken Tikka Jalfrezi',,,,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Prawn Puree', 'Bombay Aloo', 'Chicken Biryani',,,,,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Mango Chutney', 'Plain Papadum', 'Naan', 'Plain Rice', 'Kulcha Naan', 'Chana Chaat', 'Vegetable Masala', 'Chicken Tikka Masala', 'Lamb Biryani', 'Chicken Biryani',,,,,,,,,,,,,,,,,,
'Pilau Rice', 'Garlic Naan', 'Onion Bhaji', 'Mushroom Bhajee', 'Pathia', 'Chicken Chilli Suka',,,,,,,,,,,,,,,,,,,,,,,
'Pilau Rice', 'French Fries', 'Bombay Aloo', 'Curry',,,,,,,,,,,,,,,,,,,,,,,,,
'Chapati', 'Naan', 'Plain Rice', 'Chicken Tikka', 'Cauliflower Bhajee', 'Brinjal Bhajee', 'Curry', 'Lamb Tikka Jalfrezi',,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Mint Sauce', 'Plain Papadum', 'Garlic Naan', 'Mini Bhaji', 'Mushroom Rice', 'Bombay Aloo', 'Saag Paneer', 'Bhuna',,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Mango Chutney', 'Lime Pickle', 'Plain Papadum', 'Naan', 'Plain Rice', 'Keema Naan', 'Vegetable Curry', 'Curry',,,,,,,,,,,,,,,,,,,,
'Pilau Rice', 'Vegetable Curry', 'Tandoori Chicken (Main)', 'Lamb Tikka Biryani',,,,,,,,,,,,,,,,,,,,,,,,,
'Red Sauce', 'Mint Sauce', 'Plain Papadum', 'Naan', 'Pilau Rice', 'Meat Samosa', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Pilau Rice', 'Keema Naan', 'Chicken Tikka', 'Tandoori Fish', 'Saag Paneer', 'Chicken Tikka Masala', 'Lamb Chops (Main)',,,,,,,,,,,,,,,,,,,,,
'Keema Naan', 'Onion Bhaji', 'Mushroom Rice', 'Prawn Puree', 'Curry', 'Chicken Tikka Jalfrezi',,,,,,,,,,,,,,,,,,,,,,,
'Garlic Naan', 'Mushroom Rice', 'Saag Aloo', 'Madras', 'Chicken Tikka Pasanda', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,,
'Bombay Aloo', 'Curry', 'Madras',,,,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Garlic Naan', 'Pilau Rice', 'Onion Bhaji', 'Special Fried Rice', 'Bombay Aloo', 'Cauliflower Bhajee', 'Chicken Tikka Jalfrezi', 'Korma',,,,,,,,,,,,,,,,,,,
'Onion Chutney', 'Plain Papadum', 'Naan', 'Keema Rice', 'Tandoori King Prawn Masala',,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Onion Bhaji', 'Special Fried Rice', 'Korma', 'Chicken Tikka (Main)',,,,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Naan', 'Plain Rice', 'Pilau Rice', 'Vegetable Samba', 'Chicken Tikka Masala', 'Dhansak', 'Chicken Tikka Jalfrezi',,,,,,,,,,,,,,,,,,,,,
'Pilau Rice', 'Plain Rice', 'Bombay Aloo', 'Saag Aloo', 'Curry', 'Madras',,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Naan', 'Lemonade 1.5 ltr', 'Pilau Rice', 'Onion Bhaji', 'Saag Aloo', 'Saag Paneer', 'Chicken Tikka (Main)', 'Korma',,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Naan', 'Pilau Rice', 'Garlic Chicken', 'Chicken Karahi',,,,,,,,,,,,,,,,,,,,,,,,
'Red Sauce', 'Plain Papadum', 'Naan', 'Paratha', 'Pilau Rice', 'Bombay Aloo', 'Dhansak', 'Chicken Tikka Balti',,,,,,,,,,,,,,,,,,,,,
'Naan', 'Onion Rice', 'Chicken Tikka Masala', 'Chicken Tikka Sizzler',,,,,,,,,,,,,,,,,,,,,,,,,
'Lime Pickle', 'Plain Papadum', 'Plain Rice', 'Meat Samosa', 'Brinjal Bhajee', 'Madras', 'Tandoori King Prawn Garlic',,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Plain Papadum', 'Naan', 'Pilau Rice', 'Plain Rice', 'Paratha', 'Onion Bhaji', 'Curry', 'Chicken Tikka Masala', 'Chicken Tikka Biryani',,,,,,,,,,,,,,,,,,,
'Plain Rice', 'Mini Bhaji', 'Vegetable Rice', 'Mushroom Bhajee', 'Dhansak', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,,
'Garlic Chicken Rice', 'Bombay Aloo', 'Vindaloo', 'Vindaloo',,,,,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Mango Chutney', 'Plain Papadum', 'Garlic Naan', 'Mini Bhaji', 'Vegetable Rice', 'Sheek Kehab', 'Chicken Tikka Pasanda',,,,,,,,,,,,,,,,,,,,,
'Keema Naan', 'Pilau Rice', 'Onion Bhaji', 'Tandoori Chicken', 'Bombay Aloo', 'Butter Chicken',,,,,,,,,,,,,,,,,,,,,,,
'Garlic Naan', 'Chicken Tikka', 'Methi', 'Methi', 'Garlic Tikka Chilli Masala',,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Aloo Gobi', 'Chicken Tikka Masala', 'Lamb Tikka Jalfrezi',,,,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Pilau Rice', 'Mushroom Rice', 'Saag', 'Mushroom',,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Meat Samosa', 'COBRA (330ML)', 'Bombay Aloo', 'Saag',,,,,,,,,,,,,,,,,,,,,,,
'Peshwari Naan', 'Vegetable Rice', 'Vegetable Samosa', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,,,,
'Onion Chutney', 'Mint Sauce', 'Red Sauce', 'Plain Papadum', 'Peshwari Naan', 'Garlic Rice', 'Tarka Dall', 'Madras',,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Onion Bhaji', 'Mushroom Rice', 'Chicken Pakora', 'Bombay Aloo', 'Chicken Shashlick', 'Chicken Tikka Balti',,,,,,,,,,,,,,,,,,,,,
'Naan', 'Kulcha Naan', 'Onion Bhaji', 'Chilli Paneer',,,,,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Onion Chutney', 'Plain Papadum', 'Green Salad', 'Keema Naan', 'Pilau Rice', 'French Fries', 'Meat Samosa', 'Chicken Chaat', 'Bombay Aloo', 'Vindaloo',,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Naan', 'Bombay Aloo', 'Chicken Chaat (Main)',,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Mint Sauce', 'Plain Papadum', 'Pilau Rice', 'Korma',,,,,,,,,,,,,,,,,,,,,,,,
'Plain Rice', 'Pilau Rice', 'Garlic Naan', 'Onion Bhaji', 'Mushroom Rice', 'Saag Aloo', 'Curry', 'Bhuna', 'Chicken Tikka Masala', 'Madras', 'Chicken Balti',,,,,,,,,,,,,,,,,,
'Plain Rice', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Red Sauce', 'Plain Papadum', 'Special Fried Rice', 'Bombay Aloo', 'Curry', 'Bhuna',,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Plain Rice', 'Peshwari Naan', 'Paratha', 'Egg Rice', 'Bombay Aloo', 'Madras', 'Korma', 'Bhuna', 'Dhansak', 'Chicken Tikka Masala', 'Chicken Biryani', 'Tandoori Mixed Grill',,,,,,,,,,,,,,,
'Mango Chutney', 'Onion Chutney', 'Plain Papadum', 'Keema Naan', 'Kulcha Naan', 'Pilau Rice', 'Vegetable Rice', 'Sheek Kehab', 'Bombay Aloo', 'Pathia',,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Mint Sauce', 'Plain Papadum', 'Naan', 'Pilau Rice', 'Mushroom Bhajee', 'Paneer Tikka Masala', 'Lamb Chops (Main)',,,,,,,,,,,,,,,,,,,,,
'Naan', 'Madras',,,,,,,,,,,,,,,,,,,,,,,,,,,
'Lime Pickle', 'Plain Papadum', 'Naan', 'Pilau Rice', 'Lamb Sylhet', 'Chicken Tikka Pasanda',,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Madras', 'Chicken Tikka Masala', 'Chicken Tikka (Main)',,,,,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Pilau Rice', 'Mushroom Rice', 'Mushroom Bhajee', 'Vindaloo', 'Butter Chicken', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Pilau Rice', 'Mushroom Rice', 'Saag Paneer', 'Vindaloo', 'Chicken Tikka Masala', 'Butter Chicken',,,,,,,,,,,,,,,,,,,,,,
'Paratha', 'Mushroom Rice', 'Prawn Puree', 'Korma Sauce', 'Saag Aloo', 'Cauliflower Bhajee', 'Bhuna', 'Pathia', 'Rogon',,,,,,,,,,,,,,,,,,,,
'Plain Rice', 'Garlic Naan', 'Mushroom Rice', 'King Prawn Shaslick', 'Korma',,,,,,,,,,,,,,,,,,,,,,,,
'Saag Rice', 'Tandoori Chicken', 'Chicken Sylhet',,,,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Mint Sauce', 'Red Sauce', 'Plain Papadum', 'Naan', 'Keema Naan', 'Pilau Rice', 'Saag Aloo', 'Chicken Tikka Masala', 'Korma',,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Naan', 'Peshwari Naan', 'Pilau Rice', 'Saag Aloo', 'Chicken Tikka Masala', 'Korma',,,,,,,,,,,,,,,,,,,,,
'Peshwari Naan', 'Coke 1.5 ltr', 'Special Fried Rice', 'Korma',,,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Chicken Tikka', 'Bombay Aloo', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,,,
'Peshwari Naan', 'Coke 1.5 ltr', 'Special Fried Rice', 'Korma',,,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Peshwari Naan', 'Vindaloo Sauce', 'Saag Rice', 'King Prawn Puree', 'Bombay Aloo', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Naan', 'Bombay Aloo', 'Chicken Chaat (Main)',,,,,,,,,,,,,,,,,,,,,,,,
'Keema Naan', 'Plain Rice', 'Onion Bhaji', 'Special Fried Rice', 'Korma', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,,
'Pilau Rice', 'Mushroom Rice', 'Mushroom Bhajee', 'Tandoori Chicken (Main)', 'Chicken Balti',,,,,,,,,,,,,,,,,,,,,,,,
'Keema Naan', 'Onion Bhaji', 'Meat Samosa', 'French Fries', 'Special Fried Rice', 'Bhuna',,,,,,,,,,,,,,,,,,,,,,,
'Pilau Rice', 'Garlic Naan', 'Vegetable Samosa', 'Saag',,,,,,,,,,,,,,,,,,,,,,,,,
'Garlic Naan', 'Prawn Puree', 'Royal Paneer', 'King Prawn Butterfly', 'Aloo Peas', 'Garlic Chicken', 'Tandoori King Prawn Masala',,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Naan', 'Keema Naan', 'Vindaloo Sauce', 'Mushroom Rice', 'Saag Aloo', 'Vindaloo',,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Meat Samosa', 'Egg Rice', 'Saag Paneer', 'Dhansak',,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Vegetable Samosa', 'Onion Bhaji', 'Dhansak', 'Chicken Balti', 'Chicken Biryani',,,,,,,,,,,,,,,,,,,,,,
'Onion Chutney', 'Plain Papadum', 'Spicy Papadum', 'Naan', 'Pilau Rice', 'Mini Bhaji', 'COBRA (660ML)', 'Bombay Aloo', 'Korma',,,,,,,,,,,,,,,,,,,,
'Pilau Rice', 'Mixed Starter', 'Tandoori Chicken Masala',,,,,,,,,,,,,,,,,,,,,,,,,,
'Pilau Rice', 'Garlic Naan', 'Korma', 'Butter Chicken', 'Sheek Kebab (Main)', 'Lamb Tikka Sizzler',,,,,,,,,,,,,,,,,,,,,,,
'Onion Chutney', 'Naan', 'French Fries', 'Tandoori Fish', 'Chicken Karahi',,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Plain Rice', 'Mini Bhaji', 'Madras',,,,,,,,,,,,,,,,,,,,,,,,,
'Egg Rice', 'Curry', 'Chicken Tikka Sizzler', 'Chicken Shashlick',,,,,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Naan', 'Pilau Rice', 'Keema Naan', 'Mushroom Rice', 'Chicken Chaat', 'Saag Paneer', 'Butter Chicken', 'Chicken Tikka Masala', 'Lamb Chops (Main)', 'Chicken Shashlick Curry',,,,,,,,,,,,,,,,,,
'Pilau Rice', 'Chana Chaat', 'Bombay Aloo', 'Chicken Balti', 'Tandoori Chicken Masala',,,,,,,,,,,,,,,,,,,,,,,,
'Red Sauce', 'Mint Sauce', 'Plain Papadum', 'Peshwari Naan', 'Pilau Rice', 'Korma',,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Peshwari Naan', 'Diet Coke 1.5 ltr', 'Keema Rice', 'Tandoori Chicken', 'Chicken Tikka', 'Chicken Chaat', 'Aloo Chaat', 'Bombay Aloo', 'Korma',,,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Keema Naan', 'Chicken Tikka', 'Madras', 'Madras', 'Butter Chicken',,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Onion Chutney', 'Plain Papadum', 'Pilau Rice', 'Peshwari Naan', 'Aloo Gobi', 'Butter Chicken', 'Paneer Tikka Masala',,,,,,,,,,,,,,,,,,,,,
'Keema Naan', 'Vindaloo Sauce', 'Prawn Puree', 'Bombay Aloo', 'Tandoori Mixed Grill',,,,,,,,,,,,,,,,,,,,,,,,
'Garlic Naan', 'Keema Naan', 'Mini Bhaji', 'Dupiaza', 'Chicken Tikka Karahi',,,,,,,,,,,,,,,,,,,,,,,,
'Plain Rice', 'Paratha', 'Korma', 'Lamb Biryani',,,,,,,,,,,,,,,,,,,,,,,,,
'Peshwari Naan', 'Onion Bhaji', 'Mushroom Rice', 'Korma Sauce', 'Vegetable Curry', 'Chilli Paneer', 'Madras',,,,,,,,,,,,,,,,,,,,,,
'Keema Naan', 'Lamb Chops', 'Chicken Tikka Biryani', 'Tandoori Fish Karahi',,,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Keema Naan', 'Madras', 'Chicken Tikka Masala', 'Butter Chicken', 'Mushroom',,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Garlic Naan', 'Vindaloo', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Naan', 'Pilau Rice', 'Korma',,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Mint Sauce', 'Plain Papadum', 'Special Fried Rice', 'Bhuna', 'Methi', 'Curry',,,,,,,,,,,,,,,,,,,,,,
'Peshwari Naan', 'Pilau Rice', 'Chicken Chaat', 'Chicken Tikka Balti',,,,,,,,,,,,,,,,,,,,,,,,,
'Lamb Tikka Jalfrezi', 'Lamb Chilli Masala', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Garlic Naan', 'Onion Bhaji', 'Mushroom Rice', 'Sheek Kehab', 'Bombay Aloo', 'Chicken Tikka Pasanda',,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Red Sauce', 'Plain Papadum', 'Spicy Papadum', 'Garlic Naan', 'Pilau Rice', 'Mushroom Rice', 'Saag Aloo', 'Chicken Tikka Jalfrezi', 'Cylon', 'Tandoori Mixed Grill',,,,,,,,,,,,,,,,,,
'Peshwari Naan', 'Saag Aloo', 'Jeera Chicken', 'Chicken Biryani',,,,,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Plain Papadum', 'Naan', 'Pilau Rice', 'Chicken Tikka Masala', 'Tandoori Mixed Grill',,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Keema Naan', 'Pilau Rice', 'Onion Bhaji', 'Mushroom Rice', 'Bombay Aloo', 'Chicken Chilli Masala',,,,,,,,,,,,,,,,,,,,,,
'Chapati', 'Pilau Rice', 'Onion Bhaji', 'Curry', 'Chicken Tikka Biryani',,,,,,,,,,,,,,,,,,,,,,,,
'Keema Naan', 'Pilau Rice', 'Onion Bhaji', 'Sheek Kehab', 'Saag Bhajee', 'Dhansak', 'Chicken Tikka Jalfrezi',,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Onion Chutney', 'Plain Papadum', 'Chapati', 'Pilau Rice', 'Butter Chicken',,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Lemonade 1.5 ltr', 'Chicken Tikka Jalfrezi',,,,,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Pilau Rice', 'Garlic Naan', 'Special Fried Rice', 'Madras', 'Bhuna',,,,,,,,,,,,,,,,,,,,,,,
'Kulcha Naan', 'Mushroom Rice', 'Mushroom', 'Pathia', 'Chicken Tikka Jalfrezi',,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Keema Naan', 'Peshwari Naan', 'Mushroom Rice', 'Bombay Aloo', 'Chicken Tikka Masala', 'Chicken Shashlick',,,,,,,,,,,,,,,,,,,,,,
'Keema Naan', 'Keema Rice', 'Mixed Starter', 'Saag Aloo', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,,,,
'Onion Bhaji', 'Keema Rice', 'Bombay Aloo', 'Mushroom Bhajee', 'Bhuna', 'Korma',,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Tandoori Chicken', 'Prawn Puree', 'Saag Aloo', 'Madras',,,,,,,,,,,,,,,,,,,,,,,
'Chapati', 'Plain Rice', 'Cauliflower Bhajee', 'Brinjal Bhajee', 'Curry', 'Tandoori King Prawn Garlic',,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Peshwari Naan', 'Pilau Rice', 'Onion Bhaji', 'Saag Aloo', 'Korma', 'Tandoori King Prawn Masala',,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Mint Sauce', 'Plain Papadum', 'Garlic Naan', 'Mini Bhaji', 'Mushroom Rice', 'Bombay Aloo', 'Saag Paneer', 'Bhuna',,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Onion Chutney', 'Plain Papadum', 'Naan', 'Plain Rice', 'Keema Naan', 'Vegetable Curry', 'Bombay Aloo', 'Curry',,,,,,,,,,,,,,,,,,,,
'Peshwari Naan', 'Keema Naan', 'Mushroom Rice', 'Aloo Gobi', 'Bhindi Bhajee', 'Lamb Tikka Jalfrezi', 'Saag',,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Garlic Naan', 'Special Fried Rice', 'Bombay Aloo', 'Chicken Tikka Jalfrezi', 'Lamb Tikka Sizzler', 'Tandoori Mixed Grill',,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Madras',,,,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Bombay Aloo', 'Chicken Chaat (Main)',,,,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Mint Sauce', 'Red Sauce', 'Plain Papadum', 'Naan', 'Garlic Naan', 'Pilau Rice', 'Onion Bhaji', 'Bombay', 'Korma', 'Garlic Tikka Chilli Masala', 'Tandoori Chicken Masala',,,,,,,,,,,,,,,,,
'Mango Chutney', 'Peshwari Naan', 'Tarka Dall', 'Lamb Tikka Jalfrezi', 'Chicken Tikka Karahi',,,,,,,,,,,,,,,,,,,,,,,,
'Pilau Rice', 'Plain Rice', 'Bombay Aloo', 'Saag Aloo', 'Madras', 'Curry',,,,,,,,,,,,,,,,,,,,,,,
'Pilau Rice', 'Keema Naan', 'Onion Bhaji', 'Tandoori Chicken', 'Bombay Aloo', 'Butter Chicken',,,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Pilau Rice', 'Peshwari Naan', 'Keema Naan', 'Mini Bhaji', 'Korma', 'Chicken Tikka Masala', 'Rogon',,,,,,,,,,,,,,,,,,,,,
'Garlic Naan', 'Plain Rice', 'Onion Bhaji', 'Masala Sauce', 'Bombay Aloo', 'Chicken Tikka (Main)',,,,,,,,,,,,,,,,,,,,,,,
'Special Fried Rice', 'Curry',,,,,,,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Peshwari Naan', 'Plain Rice', 'Chicken Chaat (Main)', 'Madras',,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Onion Chutney', 'Plain Papadum', 'Naan', 'Onion Bhaji', 'Madras', 'Chicken Biryani',,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Peshwari Naan', 'Garlic Naan', 'Garlic Mirch Chicken', 'Tandoori Fish Karahi',,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Garlic Naan', 'Peshwari Naan', 'Garlic Mirch Chicken', 'Tandoori Fish Karahi',,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Garlic Naan', 'Peshwari Naan', 'Garlic Mirch Chicken', 'Tandoori Fish Karahi',,,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Garlic Naan', 'Peshwari Naan', 'Garlic Mirch Chicken', 'Tandoori Fish Karahi',,,,,,,,,,,,,,,,,,,,,,,,
'Mint Sauce', 'Naan', 'Keema Naan', 'Pilau Rice', 'Bombay Aloo', 'Chicken Royal',,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Onion Chutney', 'Mint Sauce', 'Red Sauce', 'Plain Papadum', 'Naan', 'Pilau Rice', 'Garlic Naan', 'Saag Aloo', 'Chicken Chilli Masala', 'Dhansak',,,,,,,,,,,,,,,,,,
'Naan', 'Pilau Rice', 'Chicken Tikka Masala', 'Chicken Tikka Pasanda',,,,,,,,,,,,,,,,,,,,,,,,,
'Keema Naan', 'Meat Samosa', 'Onion Bhaji', 'French Fries', 'Special Fried Rice', 'Bhuna',,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Naan', 'Mushroom Rice', 'French Fries', 'Bombay Aloo', 'Madras', 'Korma',,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Garlic Naan', 'Chicken Tikka', 'Methi', 'Methi',,,,,,,,,,,,,,,,,,,,,,,,
'Garlic Naan', 'Mushroom Rice', 'Saag Aloo', 'Korma',,,,,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Peshwari Naan', 'Pilau Rice', 'Mushroom Rice', 'Saag Paneer', 'Butter Chicken', 'Chicken Tikka Jalfrezi', 'Grapes Special', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,
'Garlic Naan', 'Bombay Aloo', 'Garlic Mushroom', 'Tandoori Chicken (Main)', 'Achar Chicken', 'King Prawn Shaslick',,,,,,,,,,,,,,,,,,,,,,,
'Naan', 'Plain Rice', 'Mushroom Bhajee', 'Royal Paneer', 'Butter Chicken',,,,,,,,,,,,,,,,,,,,,,,,
'Plain Rice', 'Garlic Naan', 'Chana Chaat', 'Lamb Tikka Jalfrezi',,,,,,,,,,,,,,,,,,,,,,,,,
'Persian Chicken Biryani',,,,,,,,,,,,,,,,,,,,,,,,,,,,
'Persian Chicken Biryani',,,,,,,,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Mixed Raita', 'Garlic Naan', 'Vindaloo', 'Tandoori Fish (Main)',,,,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Naan', 'Pilau Rice', 'Aloo Gobi', 'Chicken Tikka (Main)', 'Chicken Chilli Masala', 'Bhuna',,,,,,,,,,,,,,,,,,,,,,
'Onion Bhaji', 'Mixed Starter', 'Jeera Chicken',,,,,,,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Plain Papadum', 'Naan', 'Plain Rice', 'Pilau Rice', 'Lamb Chops', 'Vindaloo', 'Korma', 'Lamb Chilli Masala', 'Butter Chicken', 'Tandoori King Prawn Garlic',,,,,,,,,,,,,,,,,,
'Garlic Naan', 'Pilau Rice', 'Madras Sauce', 'Bombay Aloo',,,,,,,,,,,,,,,,,,,,,,,,,
'Peshwari Naan', 'Pilau Rice', 'Meat Samosa', 'Bombay Aloo', 'Vegetable Curry', 'Chicken Tikka Jalfrezi', 'Chicken Shashlick',,,,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Garlic Naan', 'Keema Naan', 'Pilau Rice', 'Crispy Aloo', 'Chicken Tikka', 'Bombay Aloo', 'Chicken Tikka (Main)', 'Lamb Tikka Karahi', 'Chicken Shashlick Curry',,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Red Sauce', 'Plain Papadum', 'Naan', 'Pilau Rice', 'Saag Aloo', 'Vegetable Curry', 'Chicken Tikka Masala', 'Korma',,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Red Sauce', 'Plain Papadum', 'Naan', 'Pilau Rice', 'Saag Aloo', 'Vegetable Curry', 'Chicken Tikka Masala', 'Korma',,,,,,,,,,,,,,,,,,,,
'Peshwari Naan', 'Pilau Rice', 'Onion Bhaji', 'Meat Samosa', 'Mushroom Rice', 'Chicken Chaat', 'Saag Aloo', 'Chicken Tikka Masala', 'Butter Chicken',,,,,,,,,,,,,,,,,,,,
'Plain Papadum', 'Spicy Papadum', 'Chapati', 'Plain Rice', 'French Fries', 'Aloo Gobi', 'Mixed Starter', 'Dhansak',,,,,,,,,,,,,,,,,,,,,
'Mango Chutney', 'Onion Chutney', 'Plain Papadum', 'Keema Naan', 'Kulcha Naan', 'Pilau Rice', 'Vegetable Rice', 'Sheek Kehab', 'Bombay Aloo', 'Pathia',,,,,,,,,,,,,,,,,,,
'Onion Chutney', 'Mint Sauce', 'Plain Papadum', 'Naan', 'Plain Rice', 'Special Fried Rice', 'Madras', 'Chicken Tikka Masala',,,,,,,,,,,,,,,,,,,,,
